name,no_of_settled_bet,market_dict,league_dict,most_frequent_market,market_amount,market %,most_frequent_league,league_amount,league %
tokkk01,314,"{'Asian Handicap': 110, 'Asian Over/Under': 112, 'Asian Handicap - Half Time': 16, 'Match Odds - Half Time': 12, 'Match Odds': 29, 'Asian Handicap - Corners - Half Time': 5, 'Asian Over/Under - Half Time': 14, 'Asian Handicap - Corners': 6, 'Asian Over/Under - Corners - Half Time': 6, 'Asian Over/Under - Corners': 4}","{'Serbia Super Liga': 3, 'UEFA Europa Conference League': 2, 'UEFA Europa League': 2, 'J.League': 7, 'Veikkausliiga': 3, 'Challenge League': 6, 'Segunda Division': 4, 'Saudi Professional League': 7, 'tipp3-Bundesliga': 4, 'Peru Liga 1': 7, 'Egypt Premier League': 5, 'ADEG Erste Liga': 3, 'Ekstraklasa': 3, 'Eerste Divisie': 2, 'Unibet I liga': 2, 'Serie A': 6, 'Bundesliga': 9, 'Primeira Liga': 5, 'Ligue 1': 11, 'Liga de Honra': 4, 'Super Lig': 8, 'Superettan': 4, 'England Championship': 3, 'Thai League': 1, 'Primera Division': 7, 'Kazakhstan Premier League': 2, 'Ligat Ha Al': 3, 'Gambrinus Liga': 2, 'England Premier League': 14, 'Liga I': 4, 'Major League Soccer': 12, 'Brasilero Serie D': 10, 'Axpo Super League': 3, 'Brasilero Serie A': 2, 'New South Wales (Premier League)': 2, 'Hyundai A-League': 1, 'Eredivisie': 13, 'Scotland Premier League': 5, 'Chinese Super League': 3, 'Danish Superliga': 4, 'Primera Division Femenina': 3, 'Serie B': 3, 'Azerbaijan Premier League': 1, 'Eliteserien': 5, 'First Division A': 8, ""Women's Super League"": 2, '3.Liga': 2, 'Campeonato Uruguayo': 1, 'Chile Primera Division': 5, 'Spain Rfef Primera - Group 2': 2, 'NWSL': 1, 'Liga de Expansion': 2, 'J.League 2': 3, 'Mexico Primera Division': 3, 'J.League 3': 1, 'Premier League 2 (Division 1)': 1, 'Ukraine Premier League': 2, 'Brasilero Serie B': 5, 'Copa Libertadores': 5, 'UEFA Champions League': 1, 'NM Men Cupen': 1, 'Suomen Cup': 1, 'Colombia Cup': 2, 'TFF 1. Lig': 1, 'Premier League': 1, 'La Liga Profesional': 4, '2. Bundesliga': 8, 'Adeccoligaen': 1, 'Bolivian Primera Division': 4, 'Allsvenskan': 3, 'Bulgaria Premier League': 2, 'Ecuador Primera A': 3, 'Meistriliiga': 1, 'Bundesliga (Women)': 3, 'Ykkosliiga': 2, 'Viasat Sport Divisionen (1st Division)': 1, 'Argentina Primera B Nacional': 2, 'Copa Sudamericana': 2, 'Copa Argentina': 2, 'Russian Cup': 1, 'Cup Men': 3, 'Victorian (Premier League)': 1, 'K-League Classic (First League)': 1, 'Russia Premier League': 1, 'Croatia 1. HNL': 1, 'Eredivisie, Relegation/Promotion': 1, 'Spain Rfef Primera - Group 1': 1, 'Copa de Primera': 1, 'Greece Super League': 2, 'Ligue 2': 1, 'Nabisco Cup': 1, 'DFB Pokal': 1}",Asian Over/Under,112.0,35.67,England Premier League,14.0,4.46
tokkk02,299,"{'Asian Handicap': 76, 'Asian Over/Under': 111, 'Match Odds - Half Time': 20, 'Asian Handicap - Half Time': 19, 'Asian Over/Under - Corners': 2, 'Match Odds': 31, 'Asian Handicap - Corners - Half Time': 2, 'Asian Handicap - Corners': 8, 'Asian Over/Under - Half Time': 25, 'Asian Over/Under - Corners - Half Time': 5}","{'Serbia Super Liga': 4, 'England Premier League': 10, 'UEFA Europa Conference League': 1, 'UEFA Europa League': 2, 'Liga de Expansion': 1, 'J.League': 13, '2. Bundesliga': 8, 'Meistriliiga': 2, 'Veikkausliiga': 4, 'Danish Superliga': 6, 'Challenge League': 2, 'tipp3-Bundesliga': 3, 'Viasat Sport Divisionen (1st Division)': 2, 'Ligue 1': 8, 'Primera Division': 11, 'Ligue 2': 2, 'First Division A': 7, 'Westfield W-League': 1, 'Primeira Liga': 3, 'Chinese Super League': 5, 'Thai League': 1, '3.Liga': 2, 'NB I': 1, 'England Championship': 1, 'Adeccoligaen': 6, 'Allsvenskan': 6, 'Scotland Premier League': 2, 'Bundesliga': 6, 'TFF 1. Lig': 2, 'Crown Prince Cup': 1, 'Segunda Division': 3, 'Saudi Professional League': 6, 'Gambrinus Liga': 3, 'Egypt Premier League': 3, 'Brasilero Serie D': 9, 'Brasilero Serie A': 6, 'Major League Soccer': 9, 'Serie B': 6, 'Ekstraklasa': 5, 'Serie A': 10, 'Urvalsdeild': 1, 'Eliteserien': 2, 'La Liga Profesional': 4, 'Colombia Primera A': 1, 'Prince Cup': 2, 'UAE Arabian Gulf League': 2, 'Super Lig': 8, 'Brasilero Serie B': 3, 'UEFA Champions League': 1, 'NM Men Cupen': 2, 'Suomen Cup': 1, 'Copa Sudamericana': 7, 'Copa Libertadores': 1, 'Colombia Cup': 3, 'Eerste Divisie': 2, 'Cyprus 1st Division': 1, 'Superettan': 2, 'Premier League': 1, 'Axpo Super League': 6, 'New South Wales (Premier League)': 1, 'Ukraine Premier League': 3, 'Liga de Honra': 2, 'Peru Liga 1': 3, 'Bolivian Primera Division': 3, 'Copa de Primera': 3, 'Eredivisie': 10, 'Ecuador Primera A': 2, ""FA Women's Cup"": 1, 'Argentina Primera B Nacional': 2, 'Spain Rfef Primera - Group 1': 1, 'Chile Primera Division': 2, 'K-League Classic (First League)': 2, 'Cup Men': 2, 'Eredivisie, Relegation/Promotion': 1, 'Brasileiro Feminino': 1, 'J.League 2': 3, 'Kazakhstan Premier League': 2, 'League One': 1, 'Croatia 1. HNL': 1, 'Spain Rfef Primera - Group 2': 1, 'NPL Queensland': 1, 'Russia Premier League': 1, 'Ligat Ha Al': 1, 'Ykkosliiga': 2, 'Bundesliga (Women)': 1, 'ADEG Erste Liga': 4, 'Copa do Brasil': 2, 'K-League (Second League)': 1, 'Coupe de France': 2, 'Unibet I liga': 1, 'Bulgaria Premier League': 1, 'Brasilero Serie C': 1, 'Campeonato Uruguayo': 1}",Asian Over/Under,111.0,37.12,J.League,13.0,4.35
tokkk03,297,"{'Asian Handicap': 94, 'Asian Over/Under': 98, 'Match Odds - Half Time': 11, 'Asian Over/Under - Half Time': 14, 'Asian Over/Under - Corners - Half Time': 11, 'Match Odds': 27, 'Asian Handicap - Corners': 6, 'Asian Over/Under - Corners': 4, 'Asian Handicap - Half Time': 23, 'Asian Handicap - Corners - Half Time': 9}","{'Saudi Professional League': 6, 'UEFA Europa Conference League': 2, 'UEFA Europa League': 1, 'J.League 2': 5, 'Eerste Divisie': 3, 'J.League': 6, 'Victorian (Premier League)': 1, 'ADEG Erste Liga': 3, 'Danish Superliga': 7, 'Eredivisie': 8, 'Super Lig': 12, 'League One': 1, 'England Premier League': 12, 'Segunda Division': 4, 'Ligue 2': 3, 'Westfield W-League': 1, 'Ukraine Premier League': 1, 'Liga de Honra': 3, 'England Championship': 5, 'Axpo Super League': 2, 'Primera Division': 12, 'Ligue 1': 9, 'Allsvenskan': 2, 'Liga I': 4, 'Veikkausliiga': 1, 'Scotland Premier League': 4, ""Women's Super League"": 5, 'Adeccoligaen': 4, 'Bundesliga': 10, 'Croatia 1. HNL': 3, 'Primeira Liga': 6, 'Ekstraklasa': 3, 'First Division A': 8, 'Crown Prince Cup': 1, 'Primera Division Femenina': 2, 'Major League Soccer': 13, 'Thai League': 3, 'Meistriliiga': 1, 'Serie B': 4, 'Serie A': 12, 'Brasilero Serie D': 7, 'Peru Liga 1': 6, 'Urvalsdeild': 2, 'Brasilero Serie C': 1, 'Liga de Expansion': 1, 'Chile Primera Division': 3, 'Mexico Primera Division': 3, 'Prince Cup': 2, 'Brasileiro Feminino': 2, 'Brasilero Serie B': 4, 'Serbia Super Liga': 4, 'Copa Sudamericana': 8, 'Suomen Cup': 2, 'Copa Libertadores': 4, 'Premier League': 2, 'K-League Classic (First League)': 4, 'Superettan': 2, 'Gambrinus Liga': 4, 'tipp3-Bundesliga': 3, 'Ligat Ha Al': 2, 'Egypt Premier League': 4, 'Greece Super League': 1, 'Hyundai A-League': 1, 'Eliteserien': 1, 'Spain Rfef Primera - Group 1': 2, 'Spain Rfef Primera - Group 2': 1, 'Kazakhstan Premier League': 1, 'Ykkosliiga': 2, 'Bundesliga (Women)': 1, 'Copa de Primera': 1, 'Coppa Italia': 1, 'Chinese Super League': 2, 'Russian Cup': 1, 'Viasat Sport Divisionen (1st Division)': 2, '3.Liga': 1, 'Bulgaria Premier League': 1, 'Eredivisie, Relegation/Promotion': 1, 'Premier League 2 (Division 1)': 1, '2. Bundesliga': 2, 'Russia Premier League': 1, 'La Liga Profesional': 2, 'Ecuador Primera A': 1, 'Challenge League': 1, 'UAE Arabian Gulf League': 1, 'K-League (Second League)': 1, 'Nabisco Cup': 1, 'Copa do Brasil': 1, 'Bolivian Primera Division': 2}",Asian Over/Under,98.0,33.0,Major League Soccer,13.0,4.38
trader1f,100,"{'Asian Handicap': 11, 'Match Odds': 3, 'Asian Over/Under': 11, 'Asian Over/Under - Half Time': 9, 'Total Goals': 6, 'Asian Over/Under - Corners': 12, 'Total Corners Range': 1, 'Asian Over/Under - Corners - Half Time': 11, 'Total Corners - Half Time': 10, 'Total Corners': 3, 'Asian Handicap - Half Time': 5, 'Match Odds - Half Time': 5, 'Draw No Bet': 1, 'Correct Score': 12}",{'UEFA European Championship': 100},Asian Over/Under - Corners,12.0,12.0,UEFA European Championship,100.0,100.0
trr666,97,"{'Asian Handicap': 34, 'Asian Over/Under': 20, 'Match Odds': 18, 'Match Odds - Half Time': 14, 'Asian Over/Under - Half Time': 5, 'Asian Handicap - Half Time': 6}","{'Serie B': 3, 'Campeonato Uruguayo': 3, 'Serie A': 5, 'Russia Premier League': 1, 'Deildabikar': 1, 'Spain Rfef Primera - Group 2': 1, 'Croatia 1. HNL': 1, 'Scottish Championship': 1, 'League Two': 2, 'Conference National': 3, 'England Premier League': 6, 'League One': 2, 'Gambrinus Liga': 1, 'Eredivisie': 4, 'Ligat Ha Al': 1, 'Bolivian Primera Division': 2, 'Primera Division': 3, 'Primeira Liga': 2, 'Peru Liga 1': 1, 'Copa de Primera': 2, 'Mexico Primera Division': 2, 'Westfield W-League': 1, 'Thai League': 1, 'Danish Superliga': 2, 'Svenska Cup': 1, 'Ligue 1': 6, 'Super Lig': 1, 'Axpo Super League': 2, 'Greece Super League': 2, 'Argentina Primera B Nacional': 1, 'Carioca': 1, 'Paulista Serie A1': 2, 'CONCACAF Gold Cup (Women)': 1, 'Indian Super League': 1, 'Liga de Expansion': 1, 'UEFA Europa League': 1, 'Copa Libertadores, Qualification': 1, 'ADEG Erste Liga': 1, 'Premier League': 1, 'NPL Queensland': 1, 'First Division A': 2, '3.Liga': 1, 'Bundesliga': 1, 'Liga de Honra': 1, 'England Championship': 1, 'Club Friendly Games': 1, 'Ligue 2': 2, 'Liga I': 1, 'Spain Rfef Primera - Group 1': 1, 'Ecuador Primera A': 1, 'Major League Soccer': 4, 'Cyprus 1st Division': 1, 'tipp3-Bundesliga': 1, 'Qatar Stars League': 1, 'Goiano': 1, 'Serie C Girone C': 1, 'Chile Primera Division': 1}",Asian Handicap,34.0,35.05,England Premier League,6.0,6.19
trtr66,308,"{'Asian Handicap': 143, 'Asian Over/Under': 165}","{'Hyundai A-League': 2, 'AFC Champions League': 3, 'UEFA Champions League': 3, 'UEFA Europa League': 4, 'UEFA Europa Conference League': 1, '2. Bundesliga': 4, 'Serie A': 10, 'Eredivisie': 8, 'First Division A': 7, 'Danish Superliga': 5, 'Ligue 1': 4, 'World Cup Qualification, AFC': 9, 'UEFA European Championship, Qualification': 2, 'Major League Soccer': 14, 'Segunda Division': 7, 'Primera Division': 6, 'Chinese Super League': 19, 'Bundesliga': 7, 'Saudi Professional League': 25, 'Axpo Super League': 3, 'Coppa Italia': 1, 'J.League': 8, 'England Premier League': 4, 'Indian Super League': 5, 'Premier League': 3, 'Primeira Liga': 6, 'UAE Arabian Gulf League': 2, 'Allsvenskan': 2, 'England Championship': 3, 'tipp3-Bundesliga': 4, 'Serie B': 7, 'Ligue 2': 3, 'Egypt Premier League': 8, 'Peru Liga 1': 3, 'Brasilero Serie A': 4, 'Colombia Primera A': 13, 'Eliteserien': 2, 'La Liga Profesional': 3, 'Korea FA Cup': 1, 'Cupei Romaniei Timisoreana': 2, 'League One': 2, 'Eerste Divisie': 4, 'KNVB Beker': 1, 'Serbia Super Liga': 3, 'Challenge League': 2, 'Copa Libertadores': 6, 'Ykkosliiga': 3, 'Nabisco Cup': 3, 'Greece Super League': 4, 'Liga I': 6, 'Victorian (Premier League)': 1, 'Chile Primera Division': 3, 'Veikkausliiga': 5, 'Viasat Sport Divisionen (1st Division)': 6, ""King's Cup"": 1, 'Copa do Brasil': 1, 'K-League (Second League)': 3, 'J.League 2': 2, 'K-League Classic (First League)': 5, 'Copa Sudamericana': 2, 'Cofidis Cup': 1, 'Ecuador Primera A': 2, 'Kazakhstan Premier League': 3, 'Eredivisie, Relegation/Promotion': 1, 'Cup Men': 2, 'Meistriliiga': 1, 'New South Wales (Premier League)': 2, 'Ukraine Premier League': 2, 'Brasilero Serie B': 1, 'World Cup Qualification, CONCACAF': 3}",Asian Over/Under,165.0,53.57,Saudi Professional League,25.0,8.12
ts007,1,{'Asian Over/Under': 1},{'Club Friendly Games': 1},Asian Over/Under,1.0,100.0,Club Friendly Games,1.0,100.0
ts008,10,"{'Asian Over/Under': 4, 'Asian Over/Under - Half Time': 6}","{'Viasat Sport Divisionen (1st Division)': 3, 'Danish Superliga': 7}",Asian Over/Under - Half Time,6.0,60.0,Danish Superliga,7.0,70.0
ts1212,1,{'Asian Handicap': 1},{'Danish Superliga': 1},Asian Handicap,1.0,100.0,Danish Superliga,1.0,100.0
tt000,9,{'Asian Handicap': 9},"{'2. Bundesliga': 1, 'Russia Premier League': 1, 'UEFA Europa League': 1, 'Primera Division': 1, 'UEFA Champions League': 3, 'Viasat Sport Divisionen (1st Division)': 1, 'England Premier League': 1}",Asian Handicap,9.0,100.0,UEFA Champions League,3.0,33.33
tt00000,2,{'Asian Handicap': 2},"{'Serie A': 1, 'Primera Division': 1}",Asian Handicap,2.0,100.0,Serie A,1.0,50.0
tt00001,1,{'Asian Handicap': 1},{'Primera Division': 1},Asian Handicap,1.0,100.0,Primera Division,1.0,100.0
tt00002,17,{'Asian Handicap': 17},"{'UAE Arabian Gulf League': 6, 'Presidents Cup': 1, 'Liga de Honra': 3, 'Challenge League': 4, 'La Liga Profesional': 1, 'Greece Super League': 1, 'Urvalsdeild': 1}",Asian Handicap,17.0,100.0,UAE Arabian Gulf League,6.0,35.29
tt00003,12,{'Asian Handicap': 12},"{'Cup Men': 1, 'UAE Arabian Gulf League': 1, 'Adeccoligaen': 1, 'Challenge League': 3, 'Liga de Honra': 1, 'Greece Super League': 1, 'Danish Superliga': 1, 'Urvalsdeild': 1, 'Victorian (Premier League)': 1, 'Superettan': 1}",Asian Handicap,12.0,100.0,Challenge League,3.0,25.0
tt00004,2,{'Asian Handicap': 2},"{'3.Liga': 1, 'Liga de Honra': 1}",Asian Handicap,2.0,100.0,3.Liga,1.0,50.0
tt04,1201,"{'Asian Handicap': 483, 'Asian Over/Under': 566, 'Asian Over/Under - Half Time': 91, 'Asian Handicap - Half Time': 61}","{'England Premier League': 40, 'Mexico Primera Division': 30, 'UEFA Champions League': 7, 'AFC Champions League': 17, 'Pro League': 1, 'Major League Soccer': 42, 'International Friendly Games (Women)': 8, 'Indian Super League': 16, 'Cyprus 1st Division': 8, 'UEFA Europa Conference League': 22, 'Uruguay Cup': 1, 'Copa do Brasil': 5, 'Bolivian Primera Division': 11, 'CONCACAF Gold Cup (Women)': 10, 'Liga de Expansion': 7, 'UEFA Europa League': 25, 'Deildabikar': 9, 'Serie A': 24, 'Colombia Primera A': 19, ""UEFA Women's Nations League"": 45, 'Premier League': 21, 'Hyundai A-League': 19, 'J.League': 20, 'League Cup': 15, 'Bulgaria Premier League': 12, 'Thai League': 17, 'Viasat Sport Divisionen (1st Division)': 28, 'Saudi Professional League': 20, 'Liga I': 18, 'ADEG Erste Liga': 24, 'Danish Superliga': 10, 'Ekstraklasa': 30, 'TFF 1. Lig': 1, 'Fortuna Liga': 3, 'Super Lig': 27, 'II Liga': 1, '2. Bundesliga': 21, 'Egypt Premier League': 5, 'Croatia 1. HNL': 5, 'Challenge League': 25, 'First Division A': 17, 'Serie B': 18, 'Eerste Divisie': 34, 'England Championship': 40, 'Eredivisie': 24, 'Belgium Challenger Pro League': 11, '3.Liga': 17, 'Primeira Liga': 18, 'Scottish Championship': 3, 'Ireland First Division': 11, 'Cymru Premier League': 6, 'Venezuela Primera Division': 4, 'Primera Division': 21, 'League One': 15, 'Segunda Division': 8, 'Unibet I liga': 3, 'Copa de Primera': 5, 'Chile Primera Division': 12, 'Campeonato Uruguayo': 4, 'Argentina Primera B Nacional': 2, 'Ligue 1': 7, 'Bundesliga': 18, 'Liga de Honra': 7, 'J.League 2': 7, 'J.League 3': 1, 'Scotland Premier League': 9, 'Ligue 2': 16, 'Indonesia Liga 1': 9, 'Ykkosliigacup': 7, 'Victorian (Premier League)': 4, 'tipp3-Bundesliga': 3, 'NB I': 1, 'Svenska Cup': 21, 'Gambrinus Liga': 15, 'Serbia Super Liga': 4, 'Paulista Serie A1': 6, 'Ligat Ha Al': 8, 'UAE Arabian Gulf League': 10, 'Qatar Stars League': 11, 'Axpo Super League': 13, 'Greece Super League': 13, 'Peru Liga 1': 3, 'La Liga Profesional': 24, 'Carioca': 5, 'Turkey Cup': 2, 'FA Cup': 5, 'Cofidis Cup': 1, 'Taca de Portugal': 1, 'Chinese Super League': 2, 'League Two': 1, 'Russia Premier League': 2, 'CONCACAF Champions League': 2, 'New South Wales (Premier League)': 5, 'Ukraine Premier League': 1, 'K-League Classic (First League)': 7, 'Copa Libertadores, Qualification': 1, 'K-League (Second League)': 1, 'Veikkausliiga': 5, 'Club Friendly Games': 1}",Asian Over/Under,566.0,47.13,UEFA Women's Nations League,45.0,3.75
tt05,1193,"{'Asian Over/Under': 539, 'Asian Over/Under - Half Time': 106, 'Asian Handicap': 493, 'Asian Handicap - Half Time': 55}","{'Mexico Primera Division': 29, 'AFC Champions League': 15, 'UEFA Champions League': 6, 'International Friendly Games (Women)': 11, 'Copa do Brasil': 7, 'UEFA Europa Conference League': 22, 'Cyprus 1st Division': 4, 'Major League Soccer': 61, 'Bolivian Primera Division': 15, 'CONCACAF Gold Cup (Women)': 4, 'Liga de Expansion': 10, 'UEFA Europa League': 26, 'Serie A': 27, 'Deildabikar': 2, 'Colombia Primera A': 25, ""UEFA Women's Nations League"": 59, 'Premier League': 37, 'Primeira Liga': 12, 'Cymru Premier League': 6, 'V-League': 2, 'Hyundai A-League': 29, 'Fortuna Liga': 6, 'Indonesia Liga 1': 6, 'J.League': 19, 'Primera Division': 24, 'Victorian (Premier League)': 10, 'New South Wales (Premier League)': 2, 'Eredivisie': 16, 'League Cup': 18, 'Bulgaria Premier League': 11, 'Saudi Professional League': 16, 'Belgium Challenger Pro League': 13, 'Viasat Sport Divisionen (1st Division)': 19, 'Liga I': 15, 'ADEG Erste Liga': 26, 'Indian Super League': 10, 'II Liga': 1, 'Eerste Divisie': 24, 'Croatia 1. HNL': 5, 'Segunda Division': 13, 'Super Lig': 15, 'Egypt Premier League': 3, 'Ekstraklasa': 23, 'Danish Superliga': 10, '2. Bundesliga': 28, 'Unibet I liga': 6, 'Challenge League': 12, 'First Division A': 16, 'Serie B': 19, '3.Liga': 21, 'NB I': 2, 'Scottish Championship': 5, 'England Championship': 30, 'Ireland First Division': 5, 'Chile Primera Division': 13, 'Argentina Primera B Nacional': 2, 'Copa de Primera': 6, 'Campeonato Uruguayo': 5, 'Venezuela Primera Division': 2, 'J.League 3': 3, 'Liga de Honra': 5, 'J.League 2': 4, 'England Premier League': 29, 'Scotland Premier League': 7, 'Bundesliga': 22, 'Ligue 2': 10, 'Peru Liga 1': 10, 'La Liga Profesional': 17, 'Thai League': 12, 'Ykkosliigacup': 5, 'Axpo Super League': 11, 'League One': 19, 'Svenska Cup': 18, 'Gambrinus Liga': 13, 'UAE Arabian Gulf League': 7, 'TFF 1. Lig': 1, 'Ligat Ha Al': 8, 'League Two': 1, 'tipp3-Bundesliga': 9, 'Ligue 1': 11, 'Qatar Stars League': 6, 'Greece Super League': 14, 'Spain Rfef Primera - Group 1': 3, 'Carioca': 6, 'Paulista Serie A1': 5, 'PrvaLiga Telekom': 1, 'Serbia Super Liga': 2, 'FA Cup': 5, 'National 1': 1, 'Turkey Cup': 3, 'Copa del Rey': 2, 'Cofidis Cup': 2, 'KNVB Beker': 1, 'Schweizer Cup': 1, 'Westfield W-League': 3, 'K-League Classic (First League)': 5, 'Russia Premier League': 6, ""Women's Super League"": 3, 'Premier League 2 (Division 1)': 1, 'Ecuador Primera A': 2, 'Copa Sudamericana': 2, 'Nabisco Cup': 2, 'Kazakhstan Premier League': 1, 'CONCACAF Champions League': 1, 'NPL Queensland': 1, 'K-League (Second League)': 1, 'Scottish Cup': 1, 'DFB Pokal': 1, 'Copa Libertadores, Qualification': 1, 'Cupei Romaniei Timisoreana': 1, 'Veikkausliiga': 1}",Asian Over/Under,539.0,45.18,Major League Soccer,61.0,5.11
tt06,37,"{'Match Odds': 5, 'Asian Handicap': 15, 'Asian Over/Under': 16, 'Asian Handicap - Half Time': 1}","{'AFC Nations Cup': 1, 'England Premier League': 1, 'Indian Super League': 1, 'Cyprus 1st Division': 4, 'Turkey Cup': 1, 'Danish Superliga': 6, 'Super Lig': 1, 'La Liga Profesional': 2, 'Greece Super League': 1, 'UEFA Champions League': 1, 'AFC Champions League': 4, 'UEFA Europa Conference League': 1, 'Hyundai A-League': 1, 'ADEG Erste Liga': 2, 'Eredivisie': 1, 'Bundesliga': 1, 'Serie B': 1, 'England Championship': 1, 'Scotland Premier League': 1, 'League One': 2, 'Major League Soccer': 1, 'Primera Division': 2}",Asian Over/Under,16.0,43.24,Danish Superliga,6.0,16.22
tt08,669,"{'Asian Over/Under': 221, 'Asian Handicap': 415, 'Asian Over/Under - Half Time': 11, 'Asian Handicap - Half Time': 22}","{'First Division A': 10, '2. Bundesliga': 14, 'England Premier League': 33, 'Serie A': 21, 'Primera Division': 13, 'Ligue 1': 10, 'Bundesliga': 20, 'Axpo Super League': 22, 'Belgium Challenger Pro League': 2, 'Ekstraklasa': 7, 'Serie B': 13, 'Segunda Division': 11, 'Primeira Liga': 14, 'Eredivisie': 15, 'Greece Super League': 12, 'Gambrinus Liga': 6, 'Danish Superliga': 8, 'Saudi Professional League': 11, 'Bolivian Primera Division': 8, 'Paulista Serie A1': 2, 'Colombia Primera A': 6, 'Peru Liga 1': 9, 'Mexico Primera Division': 12, 'Ligat Ha Al': 2, 'La Liga Profesional': 8, 'UEFA Champions League': 5, 'League One': 11, 'Copa Libertadores, Qualification': 4, 'AFC Champions League': 2, 'Indian Super League': 10, 'Major League Soccer': 31, 'UEFA Europa League': 8, 'UEFA Europa Conference League': 4, 'Recopa Sudamericana': 1, 'Eerste Divisie': 13, 'Premier League': 5, 'England Championship': 20, 'Viasat Sport Divisionen (1st Division)': 2, 'Super Lig': 3, 'League Cup': 3, 'Svenska Cup': 2, '3.Liga': 5, 'ADEG Erste Liga': 7, 'Scotland Premier League': 11, 'tipp3-Bundesliga': 6, 'League Two': 4, 'UAE Arabian Gulf League': 2, 'Qatar Stars League': 3, 'Ligue 2': 13, 'International Friendly Games (Women)': 1, 'Indonesia Liga 1': 6, 'FA Cup': 1, 'Schweizer Cup': 2, 'Cofidis Cup': 1, 'KNVB Beker': 1, 'Victorian (Premier League)': 2, 'Meistriliiga': 2, 'Liga de Honra': 2, 'U21 European Championship, Qualification': 5, 'International Friendly Games': 23, 'Club Friendly Games': 1, 'New South Wales (Premier League)': 2, 'Ykkosliigacup': 3, 'Ukraine Premier League': 4, 'Ecuador Primera A': 4, 'World Cup Qualification, AFC': 14, 'UEFA European Championship, Qualification': 3, 'Carioca': 2, 'Chile Primera Division': 2, 'UEFA Champions League (Women)': 4, 'Russia Premier League': 9, 'J.League': 7, 'Challenge League': 4, 'DBU Pokalen': 1, 'Ireland First Division': 1, 'J.League 2': 5, 'Hyundai A-League': 3, 'Chinese Super League': 5, 'Cyprus 1st Division': 5, ""Women's WSL Cup"": 2, 'Thai League': 2, 'Spain Rfef Primera - Group 1': 3, 'Conference National': 2, 'CONCACAF Champions League': 3, 'Copa Libertadores': 9, 'Copa Sudamericana': 11, 'DFB Pokal': 1, 'Russian Cup': 2, 'K-League Classic (First League)': 4, 'Ukraine Cup': 1, 'Egypt Premier League': 2, 'Cupei Romaniei Timisoreana': 4, 'Bulgaria Premier League': 3, 'Coupe de France': 1, 'Serbia Super Liga': 5, 'OFB Stiegl Cup': 1, 'UEFA Womens Euro, Qualification': 7, 'Liga I': 5, 'Croatia 1. HNL': 4, 'Adeccoligaen': 2, 'Campeonato Uruguayo': 2, 'Veikkausliiga': 2, 'Eliteserien': 2}",Asian Handicap,415.0,62.03,England Premier League,33.0,4.93
